,Tweets_temiz,sentiment
2314, Aynen bra devir çakalların devri. EvdeKal sevdim bunu ,1
2315,"Sağlık Bakanı Koca bugünkü vaka sayıları hakkında, Durumun ciddiyetini görmezden gelemeyiz. Aşı programının selameti açısından tedbirlere ve kısıtlamalara uymalıyız. dedi. vaka kovid19 tespit asi fahrettinkoca ",1
2316,"Linki değişmiş, kitaba ulaşmak için: ",2
2317,Bugün tespit edilen vaka sayısı 7.279 kişi. covid19 corona covid ankara sağlık Turkey sağlıkbakanlığı bakankoca SağlıkBakanlığıSiziDinliyor duenyasağlıkoerğuetue Korona bizevdeyiz evdekal aşı fahrettinkoca ,1
2318,"İranlı karikatürist Ali Reza Zekeri, korona zamanı ekmek davasını anlatmış. Pandemiden dolayı işini kaybeden, evine ekmek götürmediği için omuzları düşen her insanın Allah yardımcısı olsun.. Persembe koronavirues pandemic Esnaf corona pandemic kısıtlama iflas ",1
2319,"Anthony Hopkins, Covid19 aşısı olduğu anı paylaştı: 1 yıllık karantinanın ardından tünelin sonunda bir ışık.. ",1
2320,Rusya'da Covid19'un mutasyonlarını tespit eden test geliştirildi ,2
2321,"Türkiye'de son koronavirüs tablosu! 129 kişi can verdi, 7 bin 279 yeni vaka Dogrusu ",0
2322,"ABD, iç hat uçuşları için COVID 19 test zorunluluğuna bakıyor ",2
2323,Korona aşısı için gittiler cesetlerini buldular korona olum ,2
2324,FCA dan bankalara: Şube kapatmayın! fca bankalar şube kapatma pandemi,2
2325,"covid19 Bill Gates: Dünya Kovid 19'dan onlarca kat daha kötü bir salgınla karşı karşıya kalabilir. Çok saygıdeğer ve hayır sever bill amca, o zaman sana bir öneri yarasalardan geçen %40 ölümlü Nipah virüsüne şimdiden aşı bulun, sonra 6 ayda aşı yaptık demeyin ",1
2326,"SOMA katiamının son hali kadar vicdanı maden ocaklarında yakılmış bir millet olduk, ölsün ölmesin madencilere tekme savurmak yasal. covid19 dan her gün bir SOMA faciası kadar kayıp yaşanan ülkemde, her şey müstahak, fakat kader değil..!",0
2327," Vefa İletişim Merkezimiz 17 binden fazla hemşehrimizi aradı, ihtiyaçlarını karşıladı. haberler pandemi perşembe ",2
2328,"Pakistan, Malezya ve Japonya'da Kovid 19 salgınına ilişkin gelişmeler Asya ülkelerinden Pakistan, Malezya ve Japonya'da yeni tip Koronavirüs Kovid 19 salgını etkisini sürdürüyor. Kaynak: tur.. Türkiye",2
2329," Pentagon, COVID 19 aşısının uygulanmasında yardım için FEMA'dan bir talep aldığını söyledi. coronavirus dolar usdtry forex ",2
2330, NEW FEMA has asked the Pentagon to assist in administering the COVID 19 vaccine across the United States. chat Biden cumhuriyetçi seçmeni aşı karşıtı bahanesiyle FEMA kamplarına tıkmasın,1
2331,Birleşik Krallık'ta Covid19'dan bir günde 1239 ölüm ,2
2332, Ciloglu NEW FEMA has asked the Pentagon to assist in administering the COVID 19 vaccine across the United States. chat Hüseyin bey Biden kukla kukla derken cumhuriyetçi seçmeni aşı bahanesiyle FEMA kamplarına tıkmasın,1
2333,"covid19 sekellerinden biri hiç bitmeyen çevrimiçi toplantılar olacak. Homini gırtlak, pufini kandil, tombi yatak dönemi bitti galiba. ",2
2334,Bu saatten sonra yerli asi hikaye. Ama insaallah bu pandemiden ders alinir ve TRde bilime ve insana yatirim yapilir. Yoksa gelecekte daha cok pisman oluruz. coronavirus Covid19,2
2335," Aralık ortasında 20:00 den itibaren başladı. Noel gecesi hariç. Son 2 hafadır da 18:00 e indi. Ama Britanya mutasyonu nedeniyle işe yaramayacağından korkup, 3. EvdeKal başlatmayı düşünüyorlar. Halkın özellikle esnafın korkusundan tereddüt de ediyorlar.",0
2336,"allah kimseyi fake hesapla stalk yaparken yakalatmasin, basima neler geldi izleyin urazkamenajerimiarada UrazKa Tayyip ZKuşağıBilmez Gedson Kanalİstanbul KoronaKuruluYargılansın koronavirues GöttingenÜniversitesi SınavUğruna",0
2337,Pandemi doneminde evde kadin olmanin zorlugu buyuktur dunydaki tum zor isler pandemi evdekal hayatevesigar,1
2338, BENİM DE Bİ YUTUP LİNKİ VAR KALBİME DOKUNAN IM HERE TO TELL YOU MY PERSONAL EXPERIENCE AND MEASURES OF COVID 19 İLE BAŞLAYAN Bİ VIDEO ,2
2339,"allah kimseyi fake hesapla stalk yaparken yakalatmasin, basima neler geldi izleyin urazkamenajerimiarada UrazKa Tayyip ZKuşağıBilmez Gedson Kanalİstanbul KoronaKuruluYargılansın koronavirues GöttingenÜniversitesi",0
2340,Aşının bu hafta verilmesi beklenen onayından sonra AB içinde dağıtılması bekleniyordu. aşı CoronaVac ZkuşağıBilmez ,1
2341,"Kovid 19 aşısının ihracatı, üçüncü ülkelere sınırlandırılıyor Kovid19 Aşı",0
2342,"PLANLAMA, yıl sonuna kadar herkes aşılanacak, UYGULAMA, yeterli aşı sipariş edemiyoruz, KONTROL ET, Hindistan fason aşı üretimi anlaşması iptal oldu, ÖNLEM AL,?? Covid 19 aşı çalışması için çoğu ülkede mevcut durum budur. PUKÖ yan yattı çamura battı.",1
2343,Almanya'dan yeni yasaklar kapıda avrupa koronavirüs haber ,2
2344,"New York taki bakım evlerinde Covid19 kaynaklı ölümlerin normalde bildirilenden en az %50 daha fazla olduğunu gösteren raporlar ortaya çıkarken, Vali Cuomo nun konuyla ilgili açıklama yapması bekleniyor. ",2
2345,Türkiye'den korona ile ilgili yeni keşif! koronavirüs haber ,2
2346,Lübnan'da sokaklar savaş alanına döndü koronavirüs dünya ekonomi haber ,0
2347,"Türkiye'de koronavirüs nedeniyle son 24 saatte 129 kişi hayatını kaybetti, yeni vaka sayısı ise 7 bin 279 oldu. Persembe koronavirues",0
2348,Bursa metrosu koronavirüs taşıyor Bursa Haberleri Bursa Muhalif bursa COVID19 Turkey Covid 19 koronavirüs,2
2349, Resmi istatistiklere göre İran'da bugün 85 kişi koronavirüsten dolayı hayatını kaybetti ve 6.527 yeni vaka tespit edildi. koronavirüs COVID19,0
2350,Sağlık Bakanı Koca'dan vaka sayılarına ilişkin uyarı: Durumun ciddiyetini görmezden gelemeyiz. Aşı programının selameti açısından da tedbirlere ve kısıtlamalara uymalıyız koronavirüs ,1
2351,Sahil kenarında yarım saat yürüyerek kahve içtim bugün öyle bir haz duydum ki meğer bu bile bir lüksmüş pandemi,1
2352,2021 'in serumlu resmine merhaba bende diyordum ne zaman bana sinyal vericek bu bünye koronayı atlatmış sen kimsin iyiaksamlar COVID19 hayirliaksamlar EvdeKal ,1
2353, sosyalmesafe düşünün oynamadan eskiden mahalle turnuvalarında şampiyon olmuş takımlara sırf yıldız alsın diye şampiyonluklar verilmeye çalışılıyor sahada kazanılmayan şampiyonluklar masa başında verilmeye çalışılıyor bu anca bizim ülkede olur tıpkı 2010 2011 şike buna örnek,1
2354,"İşyeri hekimi Dr. Tayfun Kepiç, Tekirdağ Çerkezköy de Corona virüs sonucu yaşamını yitirdi. Vefatı, İzmir Tabip Odası duyurdu tekirdag cerkezkoy korona corona pandemi COVID19 ",0
2355,"2021 Mart ayı için rahatlayacağız diye bir öngörüm vardı ama aşılar fos, covid19 dirençli çıktığı sürece bu salgın bitmeyecek. ",1
2356,"Türkiye'de son durum..129 kayıp, 7 bin 279 yeni vaka korona turkiye zaturre ",0
2357,Son 24 saatte korona virüsten 129 kişi hayatını kaybetti covid19,0
2358,Cumamız Ruhunda Mübarek Olsun Sağlık Huzur Ve Bereket Dolu Güzel Bir Cuma Diliyorum . Kalbi Sevgiler Türkiye Esinti Cuma Hak Hukuk Adalet İnsanlık Sevgi Topyekunbirlikberaberlik Covid19 ,1
2359,İtalya'da Covid19 ölümleri 87 bini aştı ,2
2360,"Koronavirüs aşımızı yaptırdık.. Dedikodu zaman çalar, Bilim hayat kurtarır! Aşılarımızı yaptıralım! Emeği geçen herkese teşekkür ederim.. ",0
2361,Türkiye'nin 28 Ocak koronavirüs tablosu ,2
2362,"Pandemide toplum ile Eğitim ve Bilim Emekçilerinin ayrıca milyonlarca öğrencilerimizin aşı dahil, COVID 19 önlemleri alınmadan Eğitim Öğretim yürürlüğe sağlıklı olarak koyulamaz! OkullarıAçacaksanız tüm evrensel önlemleri alın! ",1
2363,"covid19 Bilmediğimiz birseyler var. ABD,ingiltere,G.afrika,Brezilya tüm varyantlar iyi taramalı. Sahada da son bir haftadır gelen hasta sayıları çoğalmaya başladı yine ",1
2364, Sayın bakanım bu kısaltma ne zamana kadar devam edecek? Bilelim yaa çünkü gerçekten nefesimiz daralıyor dünyada herkes normala döndü Türkiye de de hayat dönsün artık işlerimiz var yeter normal hayat istiyoruz no kısaltma Türkiye koronavirüs,0
2365,Türkiye'nin 28 Ocak Korona virüs tablosu samsun haber sağlık korona FahrettinKoca vaka ,2
2366," HABER DETAY Son 24 saatte 670 kişiye hastalık tanısı kondu, 129 kişi vefat etti Kovid19 koronavirüs ",0
2367,"Hollanda'da yeni tip koronavirüs Kovid 19 tedbirleri kapsamında uygulanan sokağa çıkma kısıtlamasının altıncı gününe girilirken Amsterdam'daki birçok lüks mağaza, yağma riskine karşı beton bloklar ve tahta plakalarla önlem aldı. ",0
2368,Halen 27 ülkede COVID 19 a karşı mücadele etmekte olan Henry Reeve Sağlık Tugayları'nın Nobel Barış Ödülü ne aday gösterilmesi için kaleme alınan başvuru yazısı Norveç te bulunan Nobel Komite Başkanlığı na Ankara'dan posta yoluyla iletildi. KübaHayatKurtarır CubaSalvaVidas ,1
2369,Yeni Covid19 mutasyonları varyantları ve neden amp nasıl ortaya çıktıklarını anlatan güzel bir çalışma. Thanks ,1
2370,KARİKATÜRCÜLERİN GÖZÜYLE COVİD 19'UN TURİZME ETKİSİ ,2
2371,Piemonte ve Valle d'Aosta bölgeleri arasında seyahat etmesi sonucu İtalya nın COVID 19 önlemlerinin olası ihlali nedeniyle polis tarafından soruşturma başlatıldı.,0
2372,"Cristiano Ronaldo, kız arkadaşının doğum günü için Alpler'e seyahat ederek İtalya'nın COVID 19 kısıtlamalarını ihlal ettiği için soruşturma altına alındı. Al Jazeera ",0
2373,"ZkuşağıBilmez Muhafazak r hayali mercilerden cevap gelmeyince bilimn zaferi olan aşı kampanyalarnı çarpıtmaya devam ediyor. İsrailli haham,COVID 19 aşısının insanları homoseksüel yaptığnı söyleyerek takipçilerine aşı olmamaları konusunda çağrıda bulundu ",0
2374,Ya gerçekten bulduysa covid 19 aşı ,2
2375,28 Ocak 2021 Koronavirüs tablosu ,2
2376,"Günlük koronavirüs Tablosu: 7 Bin 489 Yeni Vaka, 132 Can Kaybı Onedio ",0
2377,Avrupa'da Kovid 19 aşı savaşları koronavirues COVID19 COVID CovidVaccine Moderna AstraZeneca PfizerBioNTech dusunce aracılığıyla,0
2378,"ABD'li rock grubu The Flaming Lips, Oklahoma'da gerçekleşen konserde Kovid19 koşullarına uygun olarak uzay baloncukları içinde konser verdi. sondakika haber istanbul izmir ankara sondakikahaber gündem mhp magazin chp akp ABD Rock TheFlamingLips koronavirüs ",2
2379,"TÜRKİYE 28.1.2021 Covid19 T.Vaka : 2.457.118 1 35 Aktif:91.297 DO 2,4 T.Ölüm : 25.605 1 3.314 DO 1,2 T.Test : 29.181.125 1 3 Günlük Vaka: 7.279 Yüzde Artış 0,3 Günlük Ölüm: 129 Vaka Ölüm Yüzde: 1,040 themachinecorona",0
2380,Güncel veriler açıklandı habererk korona corona,2
2381,BilimKurulu 28 ocak 2021 aktif vaka sayısı 91297 ağır hasta sayısı 1751 covid19,1
2382,28 Ocak 2021 güncel koronavirüs tablosunu görmek için aşağıdaki linke tıklayınız. ,2
2383, 28 Ocak 2021 Türkiye Günlük Koronavirüs Tablosu EvdeKal ,2
2384,ABD günlük coronavirus verileri COVID19 koronavirüs SonDakika ,2
2385,SON DURUM 28.01.2021 : Corona covid 19 Türkiye corona coronavirus koronavirus coronaturkiye olumhaberi koronaturkiye Pandemi COVID19 Covid 19mx COVID19 ,2
2386,Coronavirüs Türkiye de 24 saatte 7 bin 279 yeni vaka 670 yeni hasta 129 can kaybı EvdeKal masketak ,2
2387,28 Ocak korona virüs tablosu açıklandı koronavirüs günceltablo fahrettinkoca,2
2388,Korona virüsü vaka ve ölü sayısında son durum 28 Ocak 2021 sosyamesafe evdekal EvdeHayatVar HayatEveSığar BirlikteYeneceğiz sağlık koronavirüs haber haberler masketak sondakika fahrettinkoca sağlıkbakanı koronavirüsaşısı,1
2389, 28 Ocak 2021 Günlük koronavirüs tablosu ,2
2390,"Covid 19, Türkiye'de 28 Ocak'ta 129 toplamda 25.605 can aldı vaka coronavirus CoronaVac corona koronavirues Korona perşembe ",2
2391,"Türkiye günlük korona virüs tablosu, adresinden paylaşıldı. pandemi koronavirüs fahrettinkoca aşı ",1
2392,İzmir'de askeri ocakbaşına pandemi uğramamış. Ama dışarıda esnaf kepenk kapatıyor. Öyle mi alay komutanı? izmir COVID19 pandemi ,1
2393,"DÜN 132 KİŞİ HAYATINI KAYBETMİŞTİ Sağlık Bakanlığı, corona virüsü salgını nedeniyle dün 132 kişinin hayatını kaybettiğini, 675 yeni hastayla birlikte toplam 7 bin 489 vakanın tespit edildiğini ve 8 bin 803 kişinin sağlığına kavuştuğunu duyurmuştu. covid19 koronavirüsü ",0
2394,Dünyanın yeni kabusu mutasyonlu virüsün belirtileri açıklandı! Fotoğrafları Foto Galerisi foto haberleri koronavirüs covid19 covid coronavirus mutasyonluvirus,2
2395,75 yaş ve üzeri vatandaşlarımızın aşılanmasına başlanmıştır. Aşı CoronaVac BirlikteBaşaracağız BingölİSM ,1
2396,"Sağlık Bakanlığı, güncel koronavirüs verilerini paylaştı ",1
2397,Ülkelerin COVİD 19 ile mücadeledeki sıralaması. İngiltere me yazık ki 98 ülkeden 66. Sırada. Kaynak ,0
2398,28 Ocak 2021 Sağlık Bakanlığı na ait Türkiye nin son 24 saatteki koronavirüs tablosu açıklandı. 7.279 yeni vaka 670 yeni hasta 129 can kaybı koronavirüs COVID19 coronavirus Covid 19 evdekal türkiye Gündem ,2
2399,"Videoyu bize gönderen takipçimiz, bu görüntülere sebep olanlar için Umarım utanırsınız. demiş. Sizin yorumunuz ne olur? Kavakpınar Mahallesi Koronavirüs Maske ",0
2400,"COVID 19: Lefkosa 12, Girne 30, Magusa 1, Guzelyurt 1, Iskele 2 vaka İnanan var mı? Bunlar Ersan Saner'in Mağusa'yı kapattırmamak için sergilediği mizansen.. SORU: GİRNE'DE KAÇ TEST YAPILDI, MAĞUSA'DA KAÇ? Hade cevap veri !",2
0,Son 24 saatte korona virüsten 129 kişi hayatını kaybetti 28ocak vaka koronavirus,0
1,Son 24 saatte 7 bin 279 yeni vaka ,2
2,HAYIRLISI İLE E.NABIZ RANDEVUSU İLE COVİD 19 AŞIMIZI OLDUK. ,2
3,Koronavirüs tablosu açıklandı! Koronavirüs Sağlık FahrettinKoca Evdekal EvdekalTürkiye HayatEveSığar ,2
4,28.01.2021 Covid19TR KoronaVirüs tablosu ,2
5,"koronavirüs verileri açıklandı: 129 can kaybı, 7 bin 279 yeni vaka ",2
6,"Virüsten Korunmanın En İyi Yollarından Biri Sosyal Mesafeyi Korumaktır. Sosyal Mesafeyi Koruyun, Temastan Kaçının! . . . covid 19 corona coronaturkiye covid covid19 sağlık sağlıkbakanlığı ",1
7," SonDakika Koronavirüs Türkiye'de son 24 saatte 173 bin 210 Kovid 19 testi yapıldı, 7 bin 279 kişinin testi pozitif çıktı, 129 kişi hayatını kaybetti. ",1
8,Bursa metrosu koronavirüs taşıyor Bursa Haberleri Bursa Muhalif bursa COVID19 Covid 19 koronavirüs,2
9,SonDakika Sağlık Bakanı Açıkladı! İşte 28 Ocak 2021 Türkiye Günlük Koronavirüs Tablosu: Günlük Vaka: 7.279 Günlük Hasta: 670 Günlük İyileşen: 8.902 Günlük Vefat: 129 koronavirüs coronavirus covid19 corona hastasayısı sağlıkbakanı haber ,0
10,Sağlık Bakanlığı Kovid 19'a ilişkin son verileri açıkladı koronavirüs fahrettinkoca ,2
11,Ülkemizde Son Durum .. koronavirüs sondakika gündem Ankara ,2
12,Sağlık Bakanı Fahrettin Koca 28 Ocak 2021 günlük koronavirüs tablosunu açıkladı. covid19 sondakika ,2
13,"Kadın minibüste dakikalarca konuştu konuştu konuştu.. İnerken eline bedava dezenfektanı sıkınca, korona virüs falan kalmadı. İnandınız mı? Biz adam olmayız",1
14,28.01.2021 Günlük Koronavirüs Tablosu evdekal MaskeniTakMesafeniKoru COVID19 covid19tr ,2
15,"tatil yerlerinde denetim olmayınca vaka sayısı arttı. sapanca'da oteller doldu taştı, uludağ'da eğlence gırla diye haber yapan kanallar vebaliniz büyük bugün'kü vaka sayısı 7.279",1
16,"Kaburga kemiklerimi aldırmama az kaldı. Umarım aşı, en kısa sürede kesin çözüm sağlar coronavirus Kovid19 SARSCoV2 karantina pandemi ",1
17,"The Cities and Architecture for the Kids in the Light of COVID 19 Güncel yarışma, sergi ve tasarım etkinliklerini Mimarlık Robotundan takip edebilirsiniz. mimarobot mimarlıkrobotu ",2
18,Atık suda koronavirüs paniği! ,0
19,SONDAKİKA 28 Ocak 2021 Türkiye Günlük Koronavirüs Tablosu. Kısıtlamaların hafifletilmesi için 15 Mart gösteriliyor!.. ,1
20,TÜRKİYE COVID 19 HASTA TABLOSU 28 OCAK 2021 sağlık coronaturkiye koronatürkiye covid19 coronavirüs koronavirüs ,2
21,"Partimizin kuruluşundan bugüne Partimiz emektarı, önceki dönem Kadın Kolları İlçe Yönetim Kurulu Üyesi Ayşe Şahin ablamız COVID 19 nedeniyle vefat etmiştir. Merhumeye Allah'tan rahmet yakınlarına başsağlığı diliyorum. ",1
22, isyerlerimizacilsin internetkafeciler yeter REİS yeter mahf ettiniz bizleri yazıktır günahtır herkes evine ekmek götürmek için çalışıyor işyerini kapat demesi bu kadar kolay olmamalı evdekal açkal olmazki,0
23,"28 Ocak 2021 Sağlık Bakanı Fahrettin Koca Açıkladı 7.279 Covid 19 vaka sayısı 670 kişi Covid 19 hasta sayısı 129 kişi vefat etti 8.902 kişi iyileşti Zatüre Oranı %4,7 Toplam vaka 2.457.118 oldu Toplam can kaybı 25.605 oldu Koronavirüs EvdeKal hayatevesigar ",0
24,"Son Dakika: Türkiye'de 28 Ocak günü koronavirüs nedeniyle 129 kişi vefat etti, 7 bin 279 yeni vaka tespit edildi Son dakika: Ülkemizdeki koronavirüs vaka ve vefat sayıları düne göre düştü: Bugün 7 bin 27.. Tamamı: Koronavirüs Türkiye ",0
25,"Covid 19 ile mücadele kapsamında aşı çalışması yürüten mobil sağlık ekiplerimiz, karla kaplı yolları aşarak 75 yaş ve üstü vatandaşlara evlerinde CoronaVac aşısı yapıyor. Bingöl Merkez Gökçekanat Köyü Aşı CoronaVac BirlikteBaşaracağız BingölİSM ",1
26,"Türkiye de vaka sayısı 2 milyon 457 bin 118 e, can kaybı 25 bin 605 e yükseldi! Corona coronavirus Korona koronavirüs COVID19 ",1
27,28 OCAK 2021 PERŞEMBE KORONAVİRÜS TABLOSU Koronavirüs Covid19 Tablo Vaka ,2
28,"SON DAKİKA Sağlık Bakanlığı, bugünkü koronavirüs tablosunu paylaştı. Son 24 saatte 7 bin 279 yeni vaka tespit edildi, 129 hasta hayatını kaybetti coronavirus COVID19 ",0
29,"Türkiye'de son 24 saatte 7 bin 279 kişinin testi pozitif çıktı, 129 kişi hayatını kaybetti. turkiye koronavirus vaka hasta kovid19 tespit vefat ",0
30, Çocuğunuza maskenin mecburi olduğunu anlatmadan önce gerekliliğini anlatın. Mutlaka maskenin önemini dile getirirken bunu baskılayıcı değil yumuşak ve tatlı dilli bir tutum ile anlatmamız gerekmektedir. Korona COVID19 COVID,1
31,SONDAKİKA 28 Ocak 2021 Türkiye Günlük Koronavirüs Tablosu ,2
32,VAKA Vaka sayısında düne göre düşüş var üniveesnafıbitirdiniz ,1
33,Pandemi zamanında Kırgızistan'a yolculuk yapacaklar nelere dikkat etmeli ? Korona pandemi ,0
34,COVID 19 ile aylardır mücadele eden sağlık çalışanları zorlu kış şartlarına rağmen dağ köylerindeki hastalara ulaşmaya çalışıyor. Olumsuz hava koşulları nedeniyle araçların giremediği bölgelere yürüyerek gidiyor.. serdal ,0
35, Belki de insan bir şeye ne kadar yakınsa o kadar az görebiliyordu. Yıldızlar gibi hayatın hakikatlerini keşfedebilmek için de mesafe gerekiyordu. Safak Ustam ve Ben kitap kitap kitaptavsiyesi Persembe karantina ,1
